ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,Locked,Source_ID,Tone
298,ced,ᎠᏕᎳ ᏗᏗ ᎠᎦᏘᏯ ᎠᎦᏑᏰᏒᎢ.,adela diyhdi aktiya agasuyesvi.,He has chosen to be a *guard* at the bank.,,,,,,False,291.1,adě:la di:yhdi̋: akti̋:ya à:ga:su:yé:sv̌:’i.
299,ced,ᎠᎦᏙᏗ ᎤᏚᎵ ᎤᏕᏘᏱᏍᎬᎢ.,aktohdi uduli udetiyisgvi.,He wants a *telescope* for his birthday.,,,,,,False,292.1,áktohdi ù:du:lí u:de:tiyǐ:sgv̋:’i.
300,ced,ᎠᏧᏣᏊ ᏥᎨᏒ ᎤᎦᏙᎲᏒᎢ.,achujagwu jigesv uktohvsvi,*He became wise* when he was just a boy.,,,,,,False,293.1,achű:jagwu jigè:sv̋: ù:ktohv́sv̋:’i
301,ced,ᎠᎦᏘᏏ ᎠᎦᏙᎵ ᏂᎪᎯᎸ ᎤᏕᏯᏙᏗᏍᎪᎢ.,aktisi aktoli nigohilv udehyahtohdisgoi.,*His* right *eye* is always bothering him.,,,,,,False,294.1,aktí:si aktő:li nigohí:lv̋: ù:de:hyahtóhdǐ:sgó:’i.
302,ced,ᏣᎸᏉᏗᏍ ᎠᏓᏴᎳᏛᏍᎩ ᎭᎦᏙᏍᏙᏗ?,jalvkwdis adayvltvsgi haktosdohdi,Do *you* like *to watch* television?,,,,,,False,295.1,jalv̌:kwdís adayv̋:ltvsgi haktosdóhdi̋:
303,ced,ᎢᎦᏓ ᎠᏂᏣᎳᎩ ᎠᎦᏙᎥᎯᏍᏗ ᎤᏂᎭ.,igada anijalagi aktohvhisdi uniha.,Some Cherokees have *wisdom.*,,,,,,False,296.1,igá:da ani:jalagi akto:hvhísdi ù:ni:ha.
304,ced,ᏎᎦᏨ ᎤᎦᏛᎴᏒ ᎤᏍᏗ ᎤᏜᏅᏛᎢ.,segajv uktvlesv usdi udlanvdvi.,He barely *went through* the small opening.,,,,,,False,297.1,se:ga:jv̋: ù:ktv́:le:sv́ usdi̋ u:dlanv́:dv̋:’i.
305,ced,ᏒᏙᏂ ᎠᎫᎩᎠ ᎠᎹ.,svdoni akugia ama.,*She’s dipping* water from a bucket.,,,,,,False,298.1,sv:do:ni̋: à:ku:gí’a ama.
306,ced,ᎭᏢ ᎠᎫᎩᏍᏗ? ᎠᎹ ᎠᏆᏔᏕᎩᎠ.,hadlv akugisdi ama aktadegia.,Where’s the *dipper?* I’m thirsty (for water).,,,,,,False,299.1,ha:dlv̋: aku:gi̋:sdi ama à:ktade:gí:’a.
307,ced,ᏑᏓᎵᏍᎪᎯ ᎠᏕᎸ ᎦᏈᏱᎭ ᏓᏆᎴᎳ ᏏᏅᏓ.,sudalsgo adelv gagwiyiha dagwalela sinvda.,*I’m paying* sixty dollars a month for my car.,,,,,,False,300.1,sǔ:dálsgǒ: ade:lv̋: gagwi:yǐ:ha dagwalé:la si:nv̋:da.
308,ced,ᎯᎳ ᎢᎦ ᎯᏯᏈᏴᎡᎴ?,hila iga hiyagwiyvele,How much *did you pay him?*,,,,,,False,301.1,hilá: i:gá hi:yagwiyv́:’e:lé
309,ced,ᏧᎩᏓᏟ ᏗᎦᏅᏗ ᏗᏈᏍᏙ ᏚᏂᎸᏉᏗ ᎠᏂᏣᎳᎩ.,jugidahli diganhdi dikwsdo dunilvkwdi anijalagi.,Cherokees like feather *pillows.*,,,,,,False,302.1,ju:gì:dahli diga̋:nhdi di:kwsdó dù:ni:lv:kwdi ani:jalagi.
310,ced,ᎠᎳᏍᏓᎡᏍᎬ ᎤᏢ ᎢᎾᏓ.,alasdaesgv uhlv inada.,He killed the snake *by tromping on it.*,,,,,,False,303.1,à:lâ:sda’e:sgv̋: ù:hlv́ i:nada.
311,ced,ᏂᎪᎯᎸ ᏴᏫ ᏓᎳᏍᏓᎡᏍᎪᎢ.,nigohilv yvwi dalasdaesgoi,*He* always *speaks badly of* people.,,,,,,False,303.1,nigo:hí:lv̋: yv:wi dà:lâ:sda’e:sgó:’i
312,ced,ᏥᎪᏯ ᎠᏓᎾᏏᏂ. ᎯᏯᎳᏍᏛᎥᎦ!,tsgoya adansini hiyalasdvvga,There’s a bug crawling. *Step on it!*,,,,,,False,304.1,tsgǒ:ya à:dansi:ni hi:yalà:sdv’v̀:ga
313,ced,ᎤᏬᏰᏂ ᎤᏪᎯᏍᏓᏁᎲ ᎢᏳᏍᏗ Ꮭ ᏳᎳᏍᎦᎸᎮᎢ.,uwoyeni uwehisdanehv iyusdi hla yulasgalvhei,He didn’t *play ball* because his hand was hurting.,,,,,,False,305.1,uwò:ye̋:ni ù:we:hisdâ:ne:hv̋ iyű:sdi hla yu:lâ:sgalv:hé:’i
314,ced,ᏧᏙᏓᏋᏓ ᎠᎾᎵᏏᎾᎲᏍᏗᏍᎪ ᎠᎾᎳᏍᎦᎵᏍᎩ.,judodagwvda analsinahvsdisgo analasgalisgi,The *ballplayers* practice every day.,,,,,,False,306.1,ju:do:dagwv̋:da à:nalsi:na:hvsdi:sgó analà:sgali̋:sgi
315,ced,ᎠᏲᎤᏟ ᎠᏍᎦᏯ ᎤᎦᏎᏍᏗ ᎠᎳᏍᎬᏍᎪᎢ.,ayouhli asgaya uksesdi alasgvsgoi,A crippled man *takes a step* carefully.,,,,,,False,307.1,ayo’ű:hli asgaya ű:ksesdi à:lâ:sgv:sgó:’i
316,ced,ᎠᎳᏑᏟᏗ ᏚᎸᏫᏍᏓᏁᎲ ᎤᎴᏅᎲ ᏗᏘᏲᎯᎯ.,alasulhdi dulvhwisdanehv ulenvhv ditiyohihi.,The lawyer began working on a *law suit.*,,,,,,False,308.1,alà:sű:lhdi dù:lv̌:hwísdà:ne:hv̋: ù:le:nv:hv́ di:tiyő:hihi.
317,ced,ᏗᎳᏑᎶ ᏧᎶᏁᏗ ᎤᏩᎨᏩ.,dilasulo julonedi uwakewa.,He forgot to polish the *shoes.*,,,,,,False,309.1,di:là:su:ló ju:lǒ:nê:di̋ ù:wa:kě:wa.
318,ced,ᎦᏄᎸᎯ ᎦᎢᏒ ᎠᎴ ᎢᎾᏓ ᏂᏥᏯᎳᏍᏛᏔᏅᎢ.,ganulvhi gaisv ale inada nijiyalasdvtanvi.,As I walked along the grass‚ I *almost *stepped on a snake.,,,,,,False,310.1,ganu:lv̋:hi gá:’isv̋: ale i:nada niji:yalâ:sdv:tánv̌:’i.
319,ced,ᎠᏂᏍᎦᏯ ᎠᎴ ᎠᏂᎨᏯ ᏕᏥᎪᏩᏘᎭ.,anisgaya ale anigehya dejigowahtiha.,I see men *and* women.,,,,,,False,311.1,ani:sgaya ale ani:gě:hyá de:jígò:wahtǐ:ha.
320,ced,ᏤᏅᏍᏗ ᏱᏣᏚᎵ‚ ᎠᎴ Ꮭ ᏱᎩ ᎣᏏᏊ.,jenvsdi yijaduli ale la yigi osigwu.,If you want to go *or* not‚ that’s just fine.,,,,,,False,311.1,je:nv̀:sdi̋ yijadú:li̋ ale la yi̋gi o:sǐ:gwu.
321,ced,ᏔᎷᎩᏍᎩ ᎦᎨᏓ ᎤᎴᏙᏗ ᎤᏁᏟᏔᏅᎢ.,talugisgi gageda ulehdohdi unelhtanvi.,He tried *to stand* a heavy piece of steel *in an upright position.*,,,,,,False,312.1,talu:gì:sgí ga:ge̋:da u:lehdóhdi̋ ù:né:lhtanv:’i.
322,ced,ᎠᎭᏂ ᎠᏰᏟ ᎭᎴᎲᎦ.,ahani ayehli halehvga.,*Stand here* in the middle.,,,,,,False,313.1,áhani aye̋:hli hale:hv̀:ga.
323,ced,ᎩᎶ ᎤᏯᏂᏍᎬ ᎤᏛᎦᎾ‚ ᎤᎴᏫᏍᏔᏅᎢ.,kilo uhyanisgv utvgana ulehwistanvi,When he heard someone calling him‚ he *stopped.*,,,,,,False,314.1,kilő: ù:hyaní:sgv̋: ù:tv̋:gà:na ù:le:hwistánv́:’i
324,ced,ᎭᎴᏫᏍᏙᏓ ᏓᏆᎴᎳ.,halehwisdohda dagwalela.,*Stop* the car.,,,,,,False,315.1,hale:hwisdohda dagwalé:la.
325,ced,ᎯᎳᏴ ᎡᎵᏊ ᏯᎴᎾ ᏕᏣᎸᏫᏍᏓᏁᎲ?,hilayv eligwu hyalena dejalvhwisdanehv?,When can *you start* working?,,,,,,False,316.1,hilâ:yv̋: e:li̋:gwu hyalě:na de:jálv:hwísdà:ne:hv̋?
326,ced,ᎠᎵ ᏚᏖᎡᏒ ᎤᏄᏮᎢ.,ali duteesv uhnuwvi.,His shirt was soaked with *sweat.*,,,,,,False,317.1,a:lí dù:té’e:sv́ ù:hnúwv̋:’i.
327,ced,ᎧᏫ ᎠᎵᏟᎭ.,kahwi alidliha,The coffee *is boiling.*,,,,,,False,318.1,kǎ:hwi à:lidlǐ:ha
328,ced,Ꮎ ᎦᏅᎯᏓ ᎤᏍᏘᎩ ᏥᎩ ᎠᏴᏫᏯ ᎠᎵᎬᏓᏃᏍᏙᏗ ᎤᏚᎵᎭ.,na ganvhida ustihgi jigi ayvwiya algvdanosdohdi uduliha.,The Indian with the long hair wants a *headband.*,,,,,,False,319.1,ná ganv:hi̋:da ű:stihgi ji̋gi ayv:wiyá algv:danő:sdohdi ù:du:lǐ:ha.
329,ced,ᏗᏅᏜᏗᏍᎩ ᏗᎵᏍᏕᎸᏙᏗ ᏗᎵᎬᏚᎶ ᏓᏅᏗᏍᎪᎢ.,dinhdladisgi dilsdehldohdi dilgvdulo danhdisgoi.,Firemen use protective *masks.*,,,,,,False,320.1,di̋:nhdladì:sgi dilsde̋:hldohdi di:lgv:du:ló dà:nhdǐ:sgó:’i.
330,ced,ᎤᏪᏥ ᎠᏧᏣ ᏳᏍᏕᎸᎭ ᏚᎸᏫᏍᏓᏁᎲ ᎠᎵᎮᎵᏤᎰᎢ.,uweji achuja yusdelvha dulvhwisdanehv alihelichehoi,When his son helps him work‚ *he thanks him.*,,,,,,False,321.1,uwě:jí achű:ja yu:sdé:lv̋:ha dù:lv:hwísdà:ne:hv̋ à:li:hě:lî:chehó:’i
331,ced,ᎦᏙ ᎤᏰᏟᏗ ᎠᎵᎮᎵᎦ?,gado uyelhdi aliheliga,For what reason *is he happy?*,,,,,,False,322.1,gado u:ye̋:lhdi à:li:hě:lî:gâ
332,ced,ᎠᎵᎢ ᎤᎵᏍᎨᏓ ᏴᏫ ᎠᏁᎲᎢ.,alii ulsgeda yvwi anehvi.,*Friendship* is important in the lives of people.,,,,,,False,323.1,a:li’í u:lsge̋:da yv:wí à:ne:hv̋:’i.
333,ced,ᎢᎾᎵᎢᏓ ᎭᏰᎵᏍᏗ.,inaliida hayelsdi.,*Let’s trade* knives.,,,,,,False,324.1,ì:nǎ:lí’i:da haye:lsdî.
334,ced,ᏥᏍᏚ ᏥᏂᏴᎲᎢ ᎡᎯ ᎠᏎᏅ ᎠᏆᎵᏘᎡᎸᎢ.,jisdu jiniyvhvi svhi asehno agwaltielvi,I caught a rabbit yesterday‚ but *it ran away from me.*,,,,,,False,325.1,jisdú ji:ní:yv:hv̌:’i sv:hi a:sé:hnó: à:gwaltí’e:lv̌:’i
335,ced,ᏧᎾᏓᏍᏚᏗ ᎠᏯᎥ ᎤᎵᏘᏒᎢ.,junadasdudi ayav ultisvi,*He escaped* from jail.,,,,,,False,325.1,ju:nada:sdù:di̋: à:yá’v̋ ù:ltí:sv̌:’i
336,ced,ᏗᎵᏰᏑᎶ ᏓᎩᏲᎱᏏ.,diliyesulo dagiyohusi.,I lost some *gloves.*,,,,,,False,326.1,di:liyè:sǔ:ló dà:giyohú:si.
337,ced,ᏳᏓᏬᎡᎾ ᎠᎵᏰᏑᏍᏘᎩᏍᎪᎢ.,yudawoena aliyesustigisgoi,When he goes swimming‚ *he takes his ring off.*,,,,,,False,327.1,yu:dáwo:’e̋:na à:liyé:su:stigí:sgó:’i
338,ced,ᎤᏔᎾ ᎠᎵᏰᏑᏍᏙ ᎪᏢᏍᎦ.,utana alyesudo gohlvsga.,I am making a big *ring.*,,,,,,False,328.1,ű:tana à:lye:su:dó go:hlv:sga.
339,ced,ᏦᎢᏥᏆ ᎠᏕᎸ ᏧᎬᏩᏟᏗ ᎠᎵᏰᏑᏍᏙ ᎤᎵᏰᏑᏍᏘᎦ.,joitsgwa adelv jugvwalhdi alyesusto uliyesusga.,She has a three hundred dollar ring on her finger.,,,,,,False,329.1,jo’itsgwa ade:lv̋: ju:gv̋:walhdi alye:su:sto ù:lǐ:yê:su:sga.
340,ced,ᎩᎦᎨ ᏗᎵᏲ ᏚᎵᏲᎭ.,gigage diliyo duliyoha.,He has on red *socks.*,,,,,,False,330.1,gǐ:gáge̋ di:li:yó dù:lǐ:yó:ha.
341,ced,ᏞᏍᏗ ᏯᎵᏥᏈᏙᎮᏍᏗ.,hlesdi hyalijiskwidohesdi,Don’t go *around spitting.*,,,,,,False,331.1,hlè:sdi hyalijì:skwi:dó:hé:sdi
342,ced,ᎭᎵᏌᎳᏛᎦ ᏞᎦ.,halsaladvga hlega.,*Raise up* awhile.,,,,,,False,332.1,halsaladv̀:ga hle̋:ga.
343,ced,ᎠᎵᏍᏓᏴᏗ ᎤᏓᎾᏁᏒᎲᏍᏗ ᎤᏚᎵᎭ.,alsdayhdi udananesvhvsdi uduliha.,She wants to shop for *groceries.*,,,,,,False,333.1,álsdà:yhdi uda:nane:sv:hvsdí ù:du:líha.
344,ced,ᏒᎯᏰᏱ ᎤᏔᎾ ᎠᎵᏍᏓᏴᎲᏍᎪᎢ.,svhiyeyi utana alsdayvhvsgoi,In the evening *he eats* a big *meal.*,,,,,,False,334.1,sv:hiye̋:yi ű:tana à:lsdâ:yv:hvsgó:’i
345,ced,ᎠᎵᏍᏕᎸᏙᏗ ᎤᏔᏲᏢ ᏗᏕᏠᏆᏍᎩ.,alsdehldohdi utayohlv didelhgwasgi.,The student asked for *assistance.*,,,,,,False,335.1,alsde̋:hldohdi ù:tayo:hlv́ di:de̋:lhgwà:sgi.
346,ced,ᎦᎵᏦᏕ ᏓᎾᏁᏍᎨᏍᎬ ᎠᎵᏍᏕᎵᏍᎪᎢ.,galhjode danahnesgesgv alsdelisgoi,*He helps* in the building of houses.,,,,,,False,336.1,galhjo:dé: dà:na:hné:sge:sgv̋ à:lsde:lǐ:sgó:’i
347,ced,ᎦᎵᏦᏕ ᎤᏴᏝ ᎤᎵᏍᏚᎴᏒᎢ.,galhjode uyvhla ulsdulesvi,When he entered the house‚ *he took off his cap.*,,,,,,False,337.1,galhjo:dé ù:yv̋:hla ù:lsdu:lê:sv:’î
348,ced,ᎯᎳ ᎢᎪᎯᏓ ᎠᎯᎵᏙᎰ ᏳᎵᏍᏚᎴᎭ?,hila igohid ahilidoho yulsduleha,How long does it take *when she washes her hair?*,,,,,,False,338.1,hilá: i:gó:hi̋:d à:hili:dô:hó yú:lsdu:le̋:ha
349,ced,ᎭᎵᏍᏚᎳᏅ ᎯᏄᎪᏨᎢ‚ ᎤᏴᏜᎮᏃ ᏙᏱ.,halsdulanv hinugojvi uhyvdlahyehno doyi.,*Put on a cap* when you go out because it’s cold outside.,,,,,,False,339.1,halsdǔ:lâ:nv hinu:gó:jv̋:’i u:hyv:dláhye:hnó dǒ:yî.
350,ced,ᎭᏢ ᏣᏁᏎ ᎯᎠ ᎠᎵᏍᏚᎶ?,hadlv janese hia alsdulo,Where did you get this *cap?*,,,,,,False,340.1,ha:dlv̋: jané:sé: hi’a alsdu:ló
351,ced,ᎦᏬᏂᏍᎩ ᎦᏙᎬ ᎾᎥ ᎤᎵᏍᏛᏡᏅᎢ.,gawonisgi gadogv nav ulsdvhlunvi,*He sat down* close to where the speaker was standing.,,,,,,False,341.1,gawò:ni̋:sgi gadô:gv̋ na’v́ ù:lsdv:hlunv́’i
352,ced,ᎪᎱᏍᏗ ᎤᏩᏂᎳ ᎠᎦᏙᎵ‚ ᎤᎵᏍᏛᏂᎸᎢ.,gohusdi uwahnila aktoli ulsdvhnilvi,When something hit him in the eye‚ *he shook his head.*,,,,,,False,342.1,go:hű:sdi uwa̋:hnila aktő:li ù:lsdv:hnílv́’i
353,ced,ᎢᎦᏓ ᎠᏂᏣᎳᎩ ᎠᏂᎨᏳᏣ ᎤᏂᎸᏉᏗ ᎤᎾᎵᏍᎩᏍᏗᎢ.,igada anijalag anigehyuj unilvkwdi unalsgisdii,Some Cherokee girls like *to dance.*,,,,,,False,343.1,igá:da ani:jalag ani:ge:hyǔ:j u:ni:lv̌:kwdí u:nalsgì:sdi̋:’i
354,ced,ᏍᏆᎵᏍᎪᎸᏓᏏ ᎠᎩᏬᏂᎯᏍᏗᎢ.,sgwalsgolhdasi agiwonisdii.,*Permit me* to speak.,,,,,,False,344.1,sgwalsgo:lhdà:sî agiwò:nǐ:sdi̋:’i.
355,ced,ᎭᎵᏍᎫᏯ ᏕᎭᏓᏂᎸᎨᏍᏗ.,halsguhya dehadanilvgesdi.,*Nod your head* if you accept.,,,,,,False,345.1,halsgû:hya de:hádani:lv́:ge̋:sdi.
356,ced,ᎩᎳ ᎠᎩᎷᏨ ᎤᎵᏍᏆᏛ ᏓᏂᏬᏂᏍᎬᎢ.,kila wagiluhjvwu ulsgwadv daniwonisgvi.,I had just arrived when their speeches *ended.*,,,,,,False,346.1,kila wági’luhjv́wu ù:lsgwá’dv́ dà:ni:wó:nisgv̋’i.
357,ced,ᏦᎳᏂ ᎤᎵᏍᏆᎷᏓ ᎤᏍᏗ ᎠᏧᏣ.,jolani ulsgwaluda usdi achuja.,A little boy *is sticking his head out* the window.,,,,,,False,347.1,jő:laní ù:lsgwalú:da u:sdi̋ achű:ja.
358,ced,ᎭᎵᏍᏇᏚᎩ. ᏥᎪᎵᏯ.,halsgwetuhgi jigoliya.,*Take your hat off.* Let me look at it.,,,,,,False,348.1,halsgwè:tuhgî jigó:li:yá.
359,ced,ᏗᎦᏚᎲ ᏳᏪᎾ ᏧᏓᏅᎦᎸᏓ ᏓᎿᏬᏍᎪᎢ ᎣᏍᏓᏃ ᎠᎵᏍᏇᏚᏬ ᎠᎵᏍᏇᏚᎲᏍᎪᎢ.,digaduhv yuwena judanvgalvda dahnawosgoi osdahno alsgwetuwo alsgwetuhvsgoi,When he goes to town‚ *he puts on* clean clothes and *a* good *hat.*,,,,,,False,349.1,diga:dú:hv̋: yuwe̋:na ju:danv:galv̋:da dà:hnawó:sgó:’i ő:sdahnó: álsgwè:tuwó à:lsgwé:tuhvsgó:’i
360,ced,ᎯᎳ ᎢᎦ ᏣᏈᏴᎮ Ꮎ ᎠᎵᏍᏇᏚᏬ?,hila iga jakwiyvhe na alsgwetuwoʼ,How much did you pay for the *hat?*,,,,,,False,350.1,hilá i:ga̋ jakwiyv:hê ná alsgwè:tuwóʼ
361,ced,ᎦᏙ ᎤᏛᏁᏗ ᎠᎵᏐᏍᏗᎭ?,gado udvnhdi alsosdiha,What *is he aiming* to do?,,,,,,False,351.1,gado u:dv̀:nhdi à:lso:sdǐ:ha
362,ced,ᎠᏂᏥᎸᏍᎩ ᏧᎵᏒᏍᏙᏗ ᎤᎸᏉᏗ.,anijilvsgi julsvsdohdi ulvkwdi.,*She* likes *to smell* flowers.,,,,,,False,352.1,ani:ji:lv̋:sgi ju:lsv̀:sdohdí ù:lv̌:kwdí.
363,ced,ᎦᏄᎪᎬ ᎣᏥᏁᎩᏍᎪ ᎠᎹ ᎣᎦᏗᏔᏍᏗ.,ganugogv ojinegisgo ama ogaditasdi.,We get our drinking *water* from a spring.,,,,,,False,353.1,ganu:gó:gv̋ ò:ji:ně:gí:sgó ama ogaditasdi.
364,ced,ᎠᎹ ᎯᎩᏒ ᏗᎦᏚᎲ ᏪᏙᎸᎢ.,ama higisvi digaduhv hwedolvi.,Get some *salt* when you go to town.,,,,,,False,354.1,á:ma higí:sv:’i diga:dú:hv̋: hwě:dô:lv̋:’i.
365,ced,ᎦᎪ ᎤᏍᎪᏎᎢ ᎯᎠ ᎠᎹᏢᏗᎢ?,gago usgosei hia amalhdii?,Who dug this *water well?*,,,,,,False,355.1,gá:go ù:sgǒ:sé:’i hi’a amalhdi’i?
366,ced,ᎠᎹᏢᏙᏗ ᎯᎧᎵᏣ.,amalhdohdi hihkalija.,Fill the *waterbucket.*,,,,,,False,356.1,ama̋lhdohdi hihkalija.
367,ced,ᎠᎹᏰᏟ ᏗᏪᏅᏒ ᎠᏯ.,amayehli diwenvsv aya.,My home is in the *United States.*,,,,,,False,357.1,amayé:hli di:wé:nv̀:sv̋ aya.
368,ced,ᎠᎹᏱ ᏫᏔᎵᏔᏚᎦ.,amayi witahltaduga.,Jump *into* the *water.*,,,,,,False,358.1,amǎ:yi witáhltadù:ga.
369,ced,ᎠᎹᏳᏟᏗ ᏓᎩᎾᏩᏛᎲ ᎯᎠ ᏗᎳᏑᎶ.,amayulhdi daginawhtvhv hia dilasulo.,I found these shoes by the *shore.*,,,,,,False,359.1,ama:yű:lhdi dà:ginâ:whtv:hv́ hi’a di:là:su:ló.
370,ced,ᎠᎺᏉ ᎠᏁᎯ ᎠᏣᏗ ᏧᎾᏔᎾ ᎨᏐᎢ.,amegwo anehi ajadi juntana gesoi.,The fish in the *ocean* are big.,,,,,,False,360.1,amě:gwő: ane̋:hi aja’di jű:ntana gè:só:’i.
371,ced,ᏧᏃᏚᎯ ᎠᎾᏓᎪᎾᏘᏗᏍᎬ ᎤᏖᎳᏛᎢ.,junoduhi anadagonatdisgv uteladvi.,She entered a beauty *contest.*,,,,,,False,361.1,ju:no:dű:hi à:nadà:go:natdí:sgv̋ ù:te:lá’dv̌:’i.
372,ced,ᏥᏈᏍᏓ ᏴᏫ ᎠᎾᏓᏟᏏᎭ ᏗᎦᏚᎲ ᎪᎯ ᎢᎦ.,tsgwisda yvwi anadahlisiha digaduhv kohi iga.,A lot of people *are gathering* in town today.,,,,,,False,362.1,tsgwi̋:sda yv:wi à:nadá:hli:si:ha diga:dú:hv̋: kò:hi i:ga.
373,ced,ᏥᏈᏍᏗ ᎠᎾᎦᎵᎭ ᏙᏱ ᏗᏁᎶᏗᎢ.,tsgwisdi anagaliha doyi dinelhdii.,It’s *lightening* too much to play outside.,,,,,,False,363.1,tsgwì:sdi à:nâ:galǐ:ha dǒ:yi di:né:lhdi̋:’i.
374,ced,ᎤᎵᏬᏨ ᎠᎾᎦᎵᏍᎩ ᎤᏄᎸᏅ ᎤᏂᎩᏍᏙᏗ ᏓᏆᎴᎳ.,ulihwojv anagalisgi unulvhnv uhnigisdohdi dagwalela.,The dead *battery* couldn’t start the car.,,,,,,False,364.1,u:li:hwò:jv̋: anà:galǐ:sgi ù:nu:lv́:hnv́: u:hnigì:sdohdi̋: dagwalé:la.
375,ced,ᎯᎠ ᎯᏍᎩ ᎢᏯᏂᎢ ᎠᏂᏧᏣ ᏂᎦᏓ ᎠᎾᏟᏅᏟ.,hia hisgi yani anichuja nigada anahlinvhlv,These five boys are all *brothers.*,,,,,,False,365.1,hi’a hisgi yani̋: ani:chű:ja niga̋:da à:nahlinv́:hlv́
376,ced,ᎯᎠ ᎠᎨᏳᏣ ᎠᏧᏣᏃ ᎤᎾᎵᎪᏗ ᎤᎾᏚᎵᎭ.,hia agehyuja achujahno unalikdi unaduliha.,This boy and girl want *to go together.*,,,,,,False,366.1,hi’a age:hyű:ja achű:jahnô u:nalì:kdi̋ ù:nadu:lǐ:hâ.
377,ced,ᏧᎾᏍᏗ ᎠᏂᎨᏳᏣ ᏗᏁᏟᏗ ᏓᎾᏁᏟᏗᏍᎪᎢ.,junsdi anigehuja dinehldi da nanelhdisgoi.,Little girls play with *dolls.*,,,,,,False,367.1,ju:nsdi̋: ani:gě:hű:ja di:né:hldi dà ná:ne:lhdi:sgó:’i.
378,ced,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ ᎠᏁᏟᏗᎭ.,dagwalela uhnigisdohdi anelhdiha,*He’s trying* to start the car.,,,,,,False,368.1,dagwalé:la u:hnígì:sdohdi̋: á:ne:lhdǐ:ha
379,ced,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ ᎤᏁᎳᏛᎢ ᎣᎩᎾᎵᎢ.,neladugwu nudetiyvha uneldv oginalii.,My friend *got married* as soon as he turned eighteen.,,,,,,False,369.1,ně:lá:dú:gwú nù:de:tiyv̋:ha ù:ně:ldv́ o:gina:li̋:’i.
380,ced,ᎭᏅᏓᏗᎠᏍ ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,hanhdadias nagiwesv gohigiyv jigesvi?,*Do you remember* what I said long ago?,,,,,,False,370.1,ha:nhdadí’ás nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i?
381,ced,ᏥᏈᏍᏗ ᎠᏂ ᎠᎾᏛᎯᏍᏗᏍᎪ ᏍᏗᎳᏪᎵ.,tsgwisdi ani antvhisdisgo sdilaweli.,They grow a lot of *strawberries* in Stilwell.,,,,,,False,371.1,tsgwi̋:sdi á’ni à:ntvhisdǐ:sgó sdilawě:li.
382,ced,ᏔᎵ ᎢᏳᏟᎶᏓ ᎢᎪᎯᏓ ᎠᏂᏙᎾᎥᎢ.,tali iyuhliloda igohida anidonavi,*They were standing* for two hours.,,,,,,False,372.1,tá’li iyú:hli:lő:da igo:hi̋:da à:nidó:na’v̌:’i
383,ced,ᏌᏚ ᎢᏳᏩᏂᎸ ᎤᏒ ᎦᏳᎳ ᎠᏂᏟᏅᎢ.,sadu iyuwahnilv usv gayula anihlinvi,At eleven o’clock last night‚ *they were* already *asleep.*,,,,,,False,373.1,sá’du iyúwa:hnilv́ usv́ gá:yu:la à:ni:hlí’nv̌:’i
384,ced,ᎡᏝᏪ ᎠᏂᏅᎢ.,ehlawe aninvi,*They sat* quietly.,,,,,,False,374.1,e:hlawe̋: à:ní:’nv̌:’i
385,ced,ᏧᎾᏕᏠᏆᏍᏗ ᏓᏕᏲᎲᏍᎪ ᎠᏂᏁᎵ.,junadelhgwasdi dadehyohvsgo anineli,*Her husband* teaches at school.,,,,,,False,375.1,ju:nade:lhgwà:sdi̋: dà:de:hyo:hv́sgó ani:ne̋:li
386,ced,ᎠᏂᏍᏆᏂᎢ ᏓᎨᏏ ᎪᎩ ᎢᏴᎢ.,anisgwanii dagesi gogi iyvi.,I’m going to *Mexico* in the summer.,,,,,,False,376.1,ani:sgwǎ:ni̋:’i dagé:si go:gi iyv̋:’i.
387,ced,ᏦᎢ ᏧᏕᏘᏴᏓ ᎠᎩᏴᏢ ᎠᏂᏲᏍᎩᎢ.,joi judetiyvda agiyvhlv aniyosgii,I was in the *military service* for three years.,,,,,,False,377.1,jo’i ju:de:tiyv̋:da à:giyv:hlv́: ani:yósgi̋:’i
388,ced,ᎠᏂᏍᎬᏘ ᎯᏍᎩᏁ ᎤᏕᏘᏱᏍᎩ ᎡᏥ.,ansgvti hisgine udetiyisgi eji.,My mother’s birthday is *May* fifth.,,,,,,False,378.1,a:nsgv:ti hisgi:ne̋: u:de:tiyi̋:sgi eji.
389,ced,ᎠᏅᏱ ᎧᎸ ᎠᏓᎴᏂᏍᎪ ᎪᎨᏱ.,anvhyi kalv adalenigo gogeyi.,Spring begins in the month of *March.*,,,,,,False,379.1,anv:hyi ká’lv̋: à:dale:nǐ:gó: go:ge̋:yi.
390,ced,ᎬᏟ ᎤᏌᏛᏅ ᎠᏎᏅ Ꮭ ᏳᏂᏴᎮᎢ.,kvhli usadvnv asehno hla yuniyvhei.,*He set a trap* for a raccoon but he didn’t catch it.,,,,,,False,380.1,kv:hli ù:sadv̂:nv́ a:sé:hnó hla yúní:yv:hé:’i.
